__v,_id,countyName,district.districtName,district.id
0,628b6f127c37fd37a9fecdf7,Póvoa de Varzim,Porto,6287ecedc644f131c0df96dd
0,628b6f1b7c37fd37a9fecdfa,Santo Tirso,Porto,6287ecedc644f131c0df96dd
0,628b6f217c37fd37a9fecdfd,Trofa,Porto,6287ecedc644f131c0df96dd
0,628b6f267c37fd37a9fece00,Valongo,Porto,6287ecedc644f131c0df96dd
0,628b6f2c7c37fd37a9fece03,Vila do Conde,Porto,6287ecedc644f131c0df96dd
0,628b6f357c37fd37a9fece06,Vila Nova de Gaia,Porto,6287ecedc644f131c0df96dd
0,628b6f7b7c37fd37a9fece12,Abrantes,Santarém,6287ecf8c644f131c0df96df
0,628b6f817c37fd37a9fece15,Alcanena,Santarém,6287ecf8c644f131c0df96df
0,628b6f867c37fd37a9fece18,Almeirim,Santarém,6287ecf8c644f131c0df96df
0,628b6f8b7c37fd37a9fece1b,Alpiarça,Santarém,6287ecf8c644f131c0df96df
0,628b6f907c37fd37a9fece1e,Benavente,Santarém,6287ecf8c644f131c0df96df
0,628b6f957c37fd37a9fece21,Cartaxo,Santarém,6287ecf8c644f131c0df96df
0,628b6f9a7c37fd37a9fece24,Chamusca,Santarém,6287ecf8c644f131c0df96df
0,628b6fa07c37fd37a9fece27,Constância,Santarém,6287ecf8c644f131c0df96df
0,628b6fa67c37fd37a9fece2a,Coruche,Santarém,6287ecf8c644f131c0df96df
0,628b6faa7c37fd37a9fece2d,Entroncamento,Santarém,6287ecf8c644f131c0df96df
0,628b6fb07c37fd37a9fece30,Ferreira do Zêzere,Santarém,6287ecf8c644f131c0df96df
0,628b6fb77c37fd37a9fece33,Golegã,Santarém,6287ecf8c644f131c0df96df
0,628b6fbe7c37fd37a9fece36,Mação,Santarém,6287ecf8c644f131c0df96df
0,628b6fc47c37fd37a9fece39,Ourém,Santarém,6287ecf8c644f131c0df96df
0,628b6fca7c37fd37a9fece3c,Rio Maior,Santarém,6287ecf8c644f131c0df96df
0,628b6fd27c37fd37a9fece3f,Salvaterra de Magos,Santarém,6287ecf8c644f131c0df96df
0,628b6fd97c37fd37a9fece42,Sardoal,Santarém,6287ecf8c644f131c0df96df
0,628b6fde7c37fd37a9fece45,Santarém,Santarém,6287ecf8c644f131c0df96df
0,628b6fe37c37fd37a9fece48,Tomar,Santarém,6287ecf8c644f131c0df96df
0,628b6ff67c37fd37a9fece4b,Torres Novas,Santarém,6287ecf8c644f131c0df96df
0,628b70227c37fd37a9fece4e,Vila Nova da Barquinha,Santarém,6287ecf8c644f131c0df96df
0,628b70737c37fd37a9fece57,Alcácer do Sal,Setúbal,6287ecffc644f131c0df96e1
0,628b70807c37fd37a9fece5a,Alcochete,Setúbal,6287ecffc644f131c0df96e1
0,628b70867c37fd37a9fece5d,Almada,Setúbal,6287ecffc644f131c0df96e1
0,628b708d7c37fd37a9fece60,Barreiro,Setúbal,6287ecffc644f131c0df96e1
0,628b70937c37fd37a9fece63,Grândola,Setúbal,6287ecffc644f131c0df96e1
0,628b709b7c37fd37a9fece66,Moita,Setúbal,6287ecffc644f131c0df96e1
0,628b70a27c37fd37a9fece69,Montijo,Setúbal,6287ecffc644f131c0df96e1
0,628b70aa7c37fd37a9fece6c,Palmela,Setúbal,6287ecffc644f131c0df96e1
0,628b70b17c37fd37a9fece6f,Santiago do Cacém,Setúbal,6287ecffc644f131c0df96e1
0,628b70b97c37fd37a9fece72,Seixal,Setúbal,6287ecffc644f131c0df96e1
0,628b70c07c37fd37a9fece75,Sesimbra,Setúbal,6287ecffc644f131c0df96e1
0,628b70c57c37fd37a9fece78,Setúbal,Setúbal,6287ecffc644f131c0df96e1
0,628b70ce7c37fd37a9fece7b,Sines,Setúbal,6287ecffc644f131c0df96e1
0,628b70f97c37fd37a9fece84,Arcos de Valdevez,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71007c37fd37a9fece87,Caminha,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71057c37fd37a9fece8a,Melgaço,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71097c37fd37a9fece8d,Monção,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71107c37fd37a9fece90,Paredes de Coura,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71187c37fd37a9fece93,Ponte da Barca,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71207c37fd37a9fece96,Ponte de Lima,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71297c37fd37a9fece99,Valença,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71317c37fd37a9fece9c,Viana do Castelo,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b714c7c37fd37a9fece9f,Vila Nova de Cerveira,Viana do Castelo,6287ed09c644f131c0df96e3
0,628b71ab7c37fd37a9fecea8,Alijó,Vila Real,6287ed16c644f131c0df96e5
0,628b71b27c37fd37a9feceab,Boticas,Vila Real,6287ed16c644f131c0df96e5
0,628b71b77c37fd37a9feceae,Chaves,Vila Real,6287ed16c644f131c0df96e5
0,628b71be7c37fd37a9feceb1,Mesão Frio,Vila Real,6287ed16c644f131c0df96e5
0,628b71c67c37fd37a9feceb4,Mondim de Basto,Vila Real,6287ed16c644f131c0df96e5
0,628b71cd7c37fd37a9feceb7,Montalegre,Vila Real,6287ed16c644f131c0df96e5
0,628b71d27c37fd37a9feceba,Murça,Vila Real,6287ed16c644f131c0df96e5
0,628b71d87c37fd37a9fecebd,Peso da Régua,Vila Real,6287ed16c644f131c0df96e5
0,628b71e07c37fd37a9fecec0,Ribeira de Pena,Vila Real,6287ed16c644f131c0df96e5
0,628b71e67c37fd37a9fecec3,Sabrosa,Vila Real,6287ed16c644f131c0df96e5
0,628b71ed7c37fd37a9fecec6,Santa Marta de Penaguião,Vila Real,6287ed16c644f131c0df96e5
0,628b71f37c37fd37a9fecec9,Valpaços,Vila Real,6287ed16c644f131c0df96e5
0,628b720d7c37fd37a9feced1,Vila Pouca de Aguiar,Vila Real,6287ed16c644f131c0df96e5
0,628b72167c37fd37a9feced4,Vila Real,Vila Real,6287ed16c644f131c0df96e5
0,628b72537c37fd37a9fecedd,Armamar,Viseu,6287ed41c2e026f9ee882829
0,628b725a7c37fd37a9fecee0,Castro Daire,Viseu,6287ed41c2e026f9ee882829
0,628b72637c37fd37a9fecee3,Carregal do Sal,Viseu,6287ed41c2e026f9ee882829
0,628b726a7c37fd37a9fecee6,Cinfães,Viseu,6287ed41c2e026f9ee882829
0,628b72707c37fd37a9fecee9,Lamego,Viseu,6287ed41c2e026f9ee882829
0,628b72757c37fd37a9feceec,Mangualde,Viseu,6287ed41c2e026f9ee882829
0,628b727d7c37fd37a9feceef,Moimenta da Beira,Viseu,6287ed41c2e026f9ee882829
0,628b72897c37fd37a9fecef2,Mortágua,Viseu,6287ed41c2e026f9ee882829
0,628b728d7c37fd37a9fecef5,Nelas,Viseu,6287ed41c2e026f9ee882829
